Anaheim Ducks,Arizona Coyotes,Boston Bruins,Buffalo Sabres,Calgary Flames,Carolina Hurricanes,Chicago Blackhawks,Colorado Avalanche,Columbus Blue Jackets,Dallas Stars,Detroit Red Wings,Edmonton Oilers,Florida Panthers,Los Angeles Kings,Minnesota Wild,Montreal Canadiens,Nashville Predators,New Jersey Devils,New York Islanders,New York Rangers,Ottawa Senators,Philadelphia Flyers,Pittsburgh Penguins,San Jose Sharks,St. Louis Blues,Tampa Bay Lightning,Toronto Maple Leafs,Vancouver Canucks,Vegas Golden Knights,Washington Capitals,Winnipeg Jets,date
26,16,26,16,29,25,28,26,35,29,25,22,22,35,27,27,33,34,32,30,24,23,31,30,35,36,35,28,31,29,36,2/12/2017
27,18,28,16,29,27,29,26,35,31,25,24,23,35,29,29,35,34,32,30,24,23,33,30,36,38,35,30,31,31,36,3/12/2017
27,19,28,16,29,27,29,26,35,33,25,24,23,37,29,29,35,34,32,30,24,23,33,30,36,38,35,30,33,31,38,4/12/2017
27,19,28,16,29,27,29,26,35,33,25,24,24,37,29,29,37,34,34,30,24,25,33,30,36,38,35,30,33,33,38,5/12/2017
28,19,28,18,29,27,29,26,35,33,27,24,24,39,29,29,39,36,34,32,24,25,33,30,38,40,35,32,35,33,38,6/12/2017
30,19,28,18,30,27,29,26,35,33,27,24,24,39,29,29,39,36,34,32,24,27,33,30,38,40,37,32,35,35,38,7/12/2017
30,19,30,18,32,28,29,26,35,33,27,24,26,41,29,30,39,36,35,32,25,29,35,32,40,42,37,32,35,35,38,8/12/2017
31,19,30,19,32,28,31,26,37,33,27,24,26,41,31,30,40,36,35,32,25,29,35,32,40,42,37,32,37,37,38,9/12/2017
31,19,32,19,34,29,31,28,39,33,27,26,26,43,31,30,40,36,35,34,25,29,35,34,42,44,39,32,39,37,39,10/12/2017
31,19,32,20,34,29,33,28,39,33,27,26,26,43,33,30,40,36,35,34,25,29,35,35,44,44,41,32,39,37,39,11/12/2017
33,19,32,20,34,29,33,30,39,35,28,26,28,43,33,30,40,36,37,35,25,29,35,35,44,44,41,32,39,37,41,12/12/2017
33,19,32,22,35,31,35,30,39,35,28,28,29,43,35,30,40,38,37,35,25,31,35,35,44,46,41,32,40,39,41,13/12/2017
33,19,34,22,35,31,35,30,39,37,29,28,29,43,35,30,42,38,37,35,27,31,35,35,44,46,41,32,40,39,41,14/12/2017
35,19,34,22,35,31,37,32,41,37,29,28,29,43,37,32,44,39,37,35,27,33,35,37,44,48,41,32,42,41,41,15/12/2017
35,19,34,23,35,33,37,32,41,37,31,28,29,43,37,32,44,41,37,37,27,33,35,38,44,48,41,34,42,41,41,16/12/2017
36,19,35,23,35,35,37,32,41,38,31,30,29,44,37,32,46,41,39,39,29,35,37,38,46,50,41,34,42,43,41,17/12/2017
36,19,35,23,37,35,39,32,41,38,31,30,29,44,37,32,46,41,39,39,29,35,37,38,46,50,41,34,44,43,43,18/12/2017
36,19,37,23,37,35,39,34,41,38,31,32,29,46,37,32,46,43,39,39,29,35,37,38,46,50,41,34,44,43,43,19/12/2017
36,19,39,23,37,35,39,34,41,39,33,32,31,46,39,34,46,43,39,41,29,35,37,38,46,50,43,34,46,45,45,20/12/2017
36,19,39,23,39,35,39,34,43,39,33,32,31,46,39,34,46,43,39,41,29,37,37,38,46,50,43,34,46,45,45,21/12/2017
38,19,41,23,39,37,39,35,44,41,33,34,31,48,39,34,46,45,40,42,30,37,39,40,46,52,43,35,46,45,46,22/12/2017
38,21,41,25,39,37,39,35,44,41,33,34,33,48,39,36,46,45,40,42,30,37,39,40,46,52,43,35,46,46,46,23/12/2017
40,21,43,25,39,39,39,37,46,43,33,36,35,48,39,36,47,47,42,42,30,38,39,42,48,54,45,35,48,46,46,27/12/2017
40,23,45,26,39,41,39,37,47,43,33,36,35,48,41,36,49,49,44,44,30,38,41,42,48,54,45,35,50,47,48,28/12/2017
40,23,46,26,40,41,39,37,47,43,33,36,37,49,41,36,49,49,44,44,30,38,41,44,48,56,47,37,52,49,48,29/12/2017
42,23,46,28,40,43,41,39,47,45,35,37,37,49,43,36,49,50,44,45,32,40,41,44,48,56,48,37,52,49,50,30/12/2017
42,23,48,28,40,43,41,39,47,45,35,37,39,51,43,36,51,50,44,45,32,40,41,44,50,56,48,37,52,51,50,31/12/2017
44,23,48,28,42,43,42,41,47,47,37,37,39,51,43,36,51,50,44,45,32,40,41,44,50,58,48,37,54,51,52,1/01/2018
44,23,48,29,42,43,42,41,47,47,37,37,39,51,43,36,51,50,44,47,32,40,41,44,50,58,48,37,54,51,52,2/01/2018
46,23,50,29,42,44,42,43,49,47,37,37,39,53,45,36,51,51,44,47,32,40,43,46,52,60,48,37,56,53,53,3/01/2018
46,23,50,29,42,44,44,43,49,47,39,37,39,53,45,36,51,51,44,47,33,40,43,46,52,60,48,37,56,53,53,4/01/2018
47,25,50,29,44,46,44,45,49,49,39,39,39,53,47,38,52,51,44,47,33,42,43,47,54,61,50,37,56,53,53,5/01/2018
47,25,50,29,44,46,44,45,49,49,41,39,39,53,47,38,52,51,44,47,35,42,45,48,54,61,50,37,58,53,55,6/01/2018
47,26,52,29,46,46,44,47,49,51,41,39,39,53,47,38,54,51,44,49,37,44,45,48,54,61,52,38,58,53,55,7/01/2018
47,26,53,29,46,46,46,47,51,51,41,39,40,53,47,40,54,52,46,49,37,46,47,48,55,63,52,38,60,55,57,8/01/2018
47,26,53,29,46,46,46,47,53,51,41,39,40,53,47,40,54,52,46,49,37,46,47,48,55,63,53,38,60,55,57,9/01/2018
47,26,53,29,48,46,48,47,53,51,41,39,42,53,48,40,56,52,46,49,37,46,47,48,55,65,53,38,60,57,59,10/01/2018
47,26,53,29,48,46,48,47,53,51,41,39,42,53,50,40,56,52,46,49,39,46,47,48,55,65,53,38,60,57,59,11/01/2018
47,26,53,31,50,48,48,47,53,51,41,39,42,53,50,40,56,52,46,49,39,46,47,48,55,65,53,38,60,57,59,12/01/2018
47,26,53,31,52,48,50,47,53,51,41,41,42,53,50,40,56,52,46,49,39,46,47,48,55,65,53,40,60,59,59,13/01/2018
49,27,55,31,52,48,50,49,53,51,41,43,42,53,52,41,56,52,48,49,39,48,49,50,55,65,53,40,61,59,59,14/01/2018
49,27,55,31,54,48,50,49,53,51,43,43,42,53,53,41,56,52,48,49,39,48,51,50,55,65,53,42,61,59,59,15/01/2018
49,27,56,31,54,48,50,51,53,53,43,43,42,53,53,42,56,52,50,49,39,48,51,52,55,65,53,42,61,59,59,16/01/2018
49,28,56,31,54,48,50,51,53,55,43,43,42,53,53,42,58,54,50,51,39,48,51,54,57,65,54,42,61,59,59,17/01/2018
51,28,58,31,54,48,50,51,53,55,43,43,42,53,53,42,58,54,50,51,39,48,51,54,57,65,54,42,61,59,59,18/01/2018
51,29,60,31,54,48,50,53,55,56,43,43,42,53,53,42,60,56,50,53,39,50,53,54,59,65,55,42,63,60,59,19/01/2018
53,29,60,31,54,48,50,53,55,56,43,43,44,53,53,44,60,56,50,53,39,50,53,54,59,65,55,42,64,60,59,20/01/2018
53,31,62,31,55,50,50,55,55,58,43,45,44,53,55,44,62,56,52,53,39,52,53,56,59,65,57,42,64,60,61,21/01/2018
53,31,62,31,55,50,50,55,55,58,43,45,44,55,55,44,62,56,52,53,39,54,53,58,59,65,57,42,66,61,63,22/01/2018
53,33,62,33,56,50,50,57,55,58,45,45,44,55,57,44,62,56,53,53,39,54,53,58,59,67,57,42,66,61,63,23/01/2018
55,33,64,35,56,50,50,57,55,60,46,45,44,55,57,46,63,56,53,53,39,56,55,59,61,69,57,44,68,61,65,24/01/2018
55,33,64,35,57,50,51,57,55,60,46,45,44,57,57,46,63,56,53,53,39,56,55,59,61,69,59,44,68,61,65,25/01/2018
57,33,66,37,58,52,53,57,57,60,46,47,44,57,57,46,65,56,55,55,39,56,57,59,63,71,61,44,68,63,66,30/01/2018
59,33,66,37,58,54,55,58,58,60,46,47,46,59,59,46,65,58,55,55,39,56,59,59,65,71,61,46,70,63,68,31/01/2018
59,33,66,37,58,54,55,58,58,60,48,47,46,59,59,46,65,58,55,55,39,56,59,60,65,71,63,46,70,65,68,1/02/2018
60,33,68,37,58,56,55,60,58,62,48,48,48,59,59,46,67,60,55,55,41,56,59,60,65,73,65,48,72,65,69,2/02/2018
60,33,68,37,58,56,55,60,58,62,50,48,48,59,61,46,67,60,55,55,41,56,61,62,65,73,65,48,72,65,69,3/02/2018
60,33,70,37,60,56,56,60,58,64,50,48,50,61,61,48,69,62,57,55,43,57,61,62,67,75,65,48,72,65,71,4/02/2018
60,33,70,37,60,56,56,60,58,64,50,48,50,61,61,50,69,62,57,55,43,57,61,64,67,75,65,48,74,65,71,5/02/2018
60,33,70,37,60,56,56,60,58,66,50,50,50,61,61,50,71,62,58,55,43,57,61,64,67,75,67,48,74,65,71,6/02/2018
62,33,72,38,62,57,56,62,58,66,50,50,52,61,63,50,71,62,58,55,45,59,63,64,67,75,67,48,74,67,73,7/02/2018
62,33,74,38,62,57,56,62,58,66,50,50,52,63,63,50,72,62,58,55,45,59,63,64,67,75,69,48,74,67,73,8/02/2018
62,35,74,40,64,57,56,62,58,68,50,50,52,63,64,50,73,62,58,55,47,61,63,64,69,77,69,48,76,67,73,9/02/2018
64,35,74,40,64,59,56,62,58,70,51,50,52,65,64,50,73,62,60,57,47,61,64,64,71,77,69,48,76,69,73,10/02/2018
64,36,74,42,64,61,56,62,60,70,51,50,52,65,66,51,75,62,60,57,47,63,64,66,71,79,71,48,76,69,73,11/02/2018
65,36,76,42,66,61,56,64,60,70,53,50,52,65,66,51,75,62,60,59,47,65,66,68,71,79,71,50,76,70,73,12/02/2018
65,38,76,42,66,61,56,64,60,70,53,50,54,65,66,51,75,62,60,59,47,65,66,68,71,79,73,50,76,70,73,13/02/2018
65,40,78,44,66,63,56,64,62,70,55,50,54,65,68,51,77,64,60,59,47,66,68,68,72,79,73,50,78,71,75,14/02/2018
65,40,78,44,66,63,56,66,62,70,55,50,56,65,68,51,77,64,60,59,47,66,68,68,72,79,75,50,78,71,75,15/02/2018
67,42,78,45,68,63,56,66,62,70,55,50,56,65,68,51,77,66,62,59,49,66,70,70,72,81,75,50,80,73,75,16/02/2018
67,42,78,45,68,63,56,66,63,72,55,50,56,65,68,51,77,66,64,59,49,68,70,70,72,81,75,50,80,73,77,17/02/2018
69,44,78,45,68,63,58,66,63,72,57,50,58,67,69,51,77,68,64,59,51,68,72,70,72,81,75,52,82,73,77,18/02/2018
69,44,78,45,68,64,58,66,63,72,57,52,58,67,69,51,77,70,64,59,51,70,74,72,72,81,77,52,82,73,79,19/02/2018
71,44,80,45,69,64,58,66,63,72,57,52,58,69,71,51,79,70,64,59,51,70,74,72,72,81,77,52,82,75,79,20/02/2018
71,44,82,45,69,64,58,68,65,72,57,52,58,71,71,52,81,70,64,59,51,72,74,74,72,83,79,53,82,75,79,21/02/2018
73,44,82,45,69,64,60,68,65,72,57,52,58,71,71,52,81,70,64,59,52,72,74,74,72,83,79,53,84,75,79,22/02/2018
73,44,82,47,71,64,60,69,65,74,58,54,60,71,73,54,83,70,65,59,52,74,74,74,72,85,81,53,84,75,79,23/02/2018
73,44,82,47,71,64,62,69,65,74,58,54,60,71,75,54,83,70,65,59,52,74,76,74,72,85,81,53,86,75,81,24/02/2018
73,46,82,47,73,64,62,69,67,74,60,56,62,71,75,55,83,72,65,59,52,76,76,74,72,87,83,53,86,77,83,25/02/2018
74,46,82,49,73,64,62,69,67,74,62,58,62,71,77,55,85,72,65,60,52,76,76,75,72,87,83,55,86,77,83,26/02/2018
74,46,82,49,73,64,62,71,69,74,62,58,62,73,77,56,85,72,65,60,52,78,76,75,72,89,84,55,87,77,83,27/02/2018
74,46,84,49,73,65,62,71,69,76,62,58,64,75,79,56,87,74,65,60,52,78,76,77,72,89,85,55,87,79,83,28/02/2018
74,46,84,51,73,65,62,73,69,76,62,58,64,75,79,58,87,74,65,62,52,78,76,77,74,90,85,56,87,79,83,1/03/2018
74,48,86,51,73,67,62,73,69,77,62,58,66,77,79,58,89,74,65,62,52,78,76,79,74,92,85,56,87,79,83,2/03/2018
76,48,86,51,73,69,62,75,69,77,62,58,68,77,79,60,91,74,65,64,54,78,76,79,74,92,85,57,87,79,85,3/03/2018
76,50,88,51,73,69,64,75,69,79,62,58,68,77,79,61,91,74,66,66,54,79,78,79,75,94,85,57,87,81,85,4/03/2018
78,50,88,51,73,69,64,76,71,79,62,58,70,77,81,61,93,74,66,66,54,79,78,79,75,94,85,57,89,81,87,5/03/2018
78,51,88,53,74,69,64,76,71,80,62,60,70,77,81,61,93,74,67,66,56,79,80,79,75,94,85,59,89,81,87,6/03/2018
80,51,90,53,74,69,66,77,73,80,63,60,71,77,83,61,95,76,67,66,56,79,80,79,75,96,85,59,89,81,89,7/03/2018
80,53,90,53,76,69,66,77,73,80,63,60,71,77,83,61,95,76,67,66,56,79,82,79,75,96,85,59,89,81,89,8/03/2018
80,53,92,55,76,71,66,78,75,80,63,62,73,79,83,61,97,76,68,66,57,79,82,81,75,98,85,59,91,81,91,9/03/2018
80,53,92,55,78,71,66,78,77,82,63,62,73,79,85,61,97,76,68,66,57,79,82,81,75,98,85,59,91,81,91,10/03/2018
80,53,94,56,78,71,66,80,77,82,63,64,75,79,85,62,98,78,68,67,57,81,82,81,77,100,87,59,93,83,91,11/03/2018
80,55,94,56,78,71,68,80,77,82,63,64,75,79,85,62,98,78,70,67,57,81,84,81,77,100,87,59,93,83,91,12/03/2018
80,55,94,56,78,71,68,80,79,82,63,64,75,81,85,62,98,78,70,69,59,81,84,83,79,100,87,59,95,85,92,13/03/2018
80,57,96,56,80,71,68,82,79,82,63,64,75,82,85,64,100,78,70,69,61,81,84,83,79,100,87,59,95,85,92,14/03/2018
82,57,96,56,80,71,68,82,79,83,63,65,75,82,85,64,100,80,70,71,61,81,85,85,79,100,89,59,95,85,92,15/03/2018
82,57,96,56,80,71,68,84,81,83,63,65,77,84,85,64,102,80,70,71,61,81,87,85,79,100,91,59,95,87,94,16/03/2018
84,57,96,56,80,71,68,84,81,84,63,65,77,84,87,64,104,80,70,71,63,81,87,87,79,100,91,59,95,89,94,17/03/2018
84,57,98,58,80,71,68,84,83,84,63,67,77,84,89,64,104,82,70,72,63,83,87,89,81,100,93,59,95,89,94,18/03/2018
86,57,98,58,80,73,69,86,83,84,63,67,77,84,89,64,104,82,70,72,63,85,87,89,83,102,93,59,97,89,96,19/03/2018
86,59,99,58,80,73,69,86,85,84,63,67,79,86,90,64,106,82,70,72,63,85,87,89,83,102,93,59,97,89,96,20/03/2018
86,59,99,58,80,73,69,88,87,84,65,69,81,87,90,64,106,82,72,72,63,86,87,91,83,104,93,59,99,91,98,21/03/2018
88,61,100,58,80,73,69,88,87,84,65,69,81,87,90,64,106,82,72,72,63,86,89,91,85,104,93,59,99,91,98,22/03/2018
88,61,100,58,80,75,69,88,89,84,65,71,81,89,90,64,106,82,72,72,63,88,89,93,85,106,95,61,100,93,98,23/03/2018
89,61,102,58,80,75,69,88,89,84,65,71,81,89,90,66,106,84,72,72,63,88,90,93,87,106,95,61,100,93,100,24/03/2018
89,61,102,58,80,77,71,90,89,84,65,73,83,89,92,66,106,86,72,74,63,88,90,95,89,106,97,61,101,95,100,25/03/2018
91,61,104,58,80,77,71,90,89,84,65,74,83,89,93,66,107,86,72,74,63,89,92,95,89,106,97,63,101,95,102,26/03/2018
91,63,104,60,80,79,72,90,89,84,65,74,85,91,93,68,107,86,72,74,63,89,92,97,89,106,97,63,103,97,102,27/03/2018
