"","date","targetTeam","rank"
"19422",2018-10-16,"New York Islanders",21
"19423",2018-10-17,"New York Islanders",25
"19424",2018-10-18,"New York Islanders",26
"19425",2018-10-19,"New York Islanders",19
"19426",2018-10-20,"New York Islanders",20
"19427",2018-10-21,"New York Islanders",23
"19428",2018-10-22,"New York Islanders",23
"19429",2018-10-23,"New York Islanders",24
"19430",2018-10-24,"New York Islanders",27
"19431",2018-10-25,"New York Islanders",24
"19432",2018-10-26,"New York Islanders",26
"19433",2018-10-27,"New York Islanders",26
"19434",2018-10-28,"New York Islanders",23
"19435",2018-10-29,"New York Islanders",19
"19436",2018-10-30,"New York Islanders",20
"19437",2018-10-31,"New York Islanders",15
"19438",2018-11-01,"New York Islanders",15
"19439",2018-11-02,"New York Islanders",11
"19440",2018-11-03,"New York Islanders",11
"19441",2018-11-04,"New York Islanders",7
"19442",2018-11-05,"New York Islanders",7
"19443",2018-11-06,"New York Islanders",4
"19444",2018-11-07,"New York Islanders",7
"19445",2018-11-08,"New York Islanders",7
"19446",2018-11-09,"New York Islanders",10
"19447",2018-11-10,"New York Islanders",12
"19448",2018-11-11,"New York Islanders",15
"19449",2018-11-12,"New York Islanders",16
"19450",2018-11-13,"New York Islanders",19
"19451",2018-11-14,"New York Islanders",13
"19452",2018-11-15,"New York Islanders",14
"19453",2018-11-16,"New York Islanders",9
"19454",2018-11-17,"New York Islanders",11
"19455",2018-11-18,"New York Islanders",12
"19456",2018-11-19,"New York Islanders",14
"19457",2018-11-20,"New York Islanders",16
"19458",2018-11-21,"New York Islanders",16
"19459",2018-11-23,"New York Islanders",18
"19460",2018-11-24,"New York Islanders",18
"19461",2018-11-25,"New York Islanders",14
"19462",2018-11-26,"New York Islanders",14
"19463",2018-11-27,"New York Islanders",15
"19464",2018-11-28,"New York Islanders",19
"19465",2018-11-29,"New York Islanders",19
"19466",2018-11-30,"New York Islanders",17
"19467",2018-12-01,"New York Islanders",18
"19468",2018-12-02,"New York Islanders",14
"19469",2018-12-03,"New York Islanders",15
"19470",2018-12-04,"New York Islanders",15
"19471",2018-12-05,"New York Islanders",17
"19472",2018-12-06,"New York Islanders",18
"19473",2018-12-07,"New York Islanders",19
"19474",2018-12-08,"New York Islanders",20
"19475",2018-12-09,"New York Islanders",18
"19476",2018-12-10,"New York Islanders",18
"19477",2018-12-11,"New York Islanders",17
"19478",2018-12-12,"New York Islanders",18
"19479",2018-12-13,"New York Islanders",18
"19480",2018-12-14,"New York Islanders",18
"19481",2018-12-15,"New York Islanders",19
"19482",2018-12-16,"New York Islanders",19
"19483",2018-12-17,"New York Islanders",20
"19484",2018-12-18,"New York Islanders",16
"19485",2018-12-19,"New York Islanders",16
"19486",2018-12-20,"New York Islanders",16
"19487",2018-12-21,"New York Islanders",17
"19488",2018-12-22,"New York Islanders",17
"19489",2018-12-23,"New York Islanders",18
"19490",2018-12-27,"New York Islanders",16
"19491",2018-12-28,"New York Islanders",17
"19492",2018-12-29,"New York Islanders",16
"19493",2018-12-30,"New York Islanders",15
"19494",2018-12-31,"New York Islanders",15
"19495",2019-01-01,"New York Islanders",13
"19496",2019-01-02,"New York Islanders",14
"19497",2019-01-03,"New York Islanders",14
"19498",2019-01-04,"New York Islanders",14
"19499",2019-01-05,"New York Islanders",14
"19500",2019-01-06,"New York Islanders",12
"19501",2019-01-07,"New York Islanders",12
"19502",2019-01-08,"New York Islanders",12
"19503",2019-01-09,"New York Islanders",14
"19504",2019-01-10,"New York Islanders",14
"19505",2019-01-11,"New York Islanders",12
"19506",2019-01-12,"New York Islanders",12
"19507",2019-01-13,"New York Islanders",13
"19508",2019-01-14,"New York Islanders",12
"19509",2019-01-15,"New York Islanders",13
"19510",2019-01-16,"New York Islanders",12
"19511",2019-01-17,"New York Islanders",12
"19512",2019-01-18,"New York Islanders",11
"19513",2019-01-19,"New York Islanders",5
"19514",2019-01-20,"New York Islanders",6
"19515",2019-01-21,"New York Islanders",5
"19516",2019-01-22,"New York Islanders",5
"19517",2019-01-23,"New York Islanders",5
"19518",2019-01-28,"New York Islanders",6
"19519",2019-01-29,"New York Islanders",6
"19520",2019-01-30,"New York Islanders",6
"19521",2019-01-31,"New York Islanders",6
"19522",2019-02-01,"New York Islanders",6
"19523",2019-02-02,"New York Islanders",6
"19524",2019-02-03,"New York Islanders",5
"19525",2019-02-04,"New York Islanders",5
"19526",2019-02-05,"New York Islanders",6
"19527",2019-02-06,"New York Islanders",7
"19528",2019-02-07,"New York Islanders",7
"19529",2019-02-08,"New York Islanders",7
"19530",2019-02-09,"New York Islanders",7
"19531",2019-02-10,"New York Islanders",6
"19532",2019-02-11,"New York Islanders",5
"19533",2019-02-12,"New York Islanders",5
"19534",2019-02-13,"New York Islanders",6
"19535",2019-02-14,"New York Islanders",6
"19536",2019-02-15,"New York Islanders",6
"19537",2019-02-16,"New York Islanders",6
"19538",2019-02-17,"New York Islanders",4
"19539",2019-02-18,"New York Islanders",4
"19540",2019-02-19,"New York Islanders",5
"19541",2019-02-20,"New York Islanders",5
"19542",2019-02-21,"New York Islanders",5
"19543",2019-02-22,"New York Islanders",5
"19544",2019-02-23,"New York Islanders",6
"19545",2019-02-24,"New York Islanders",5
"19546",2019-02-25,"New York Islanders",5
"19547",2019-02-26,"New York Islanders",6
"19548",2019-02-27,"New York Islanders",6
"19549",2019-02-28,"New York Islanders",6
"19550",2019-03-01,"New York Islanders",6
"19551",2019-03-02,"New York Islanders",6
"19552",2019-03-03,"New York Islanders",6
"19553",2019-03-04,"New York Islanders",8
"19554",2019-03-05,"New York Islanders",8
"19555",2019-03-06,"New York Islanders",6
"19556",2019-03-07,"New York Islanders",7
"19557",2019-03-08,"New York Islanders",6
"19558",2019-03-09,"New York Islanders",7
"19559",2019-03-10,"New York Islanders",7
"19560",2019-03-11,"New York Islanders",7
"19561",2019-03-12,"New York Islanders",7
"19562",2019-03-13,"New York Islanders",7
"19563",2019-03-14,"New York Islanders",7
"19564",2019-03-15,"New York Islanders",6
"19565",2019-03-16,"New York Islanders",7
"19566",2019-03-17,"New York Islanders",7
"19567",2019-03-18,"New York Islanders",5
"19568",2019-03-19,"New York Islanders",5
"19569",2019-03-20,"New York Islanders",6
"19570",2019-03-21,"New York Islanders",8
"19571",2019-03-22,"New York Islanders",8
"19572",2019-03-23,"New York Islanders",8
"19573",2019-03-24,"New York Islanders",8
"19574",2019-03-25,"New York Islanders",5
"19575",2019-03-26,"New York Islanders",6
"19576",2019-03-27,"New York Islanders",6
"19577",2019-03-28,"New York Islanders",6
"19578",2019-03-29,"New York Islanders",5
"19579",2019-03-30,"New York Islanders",5
"19580",2019-03-31,"New York Islanders",5
"19581",2019-04-01,"New York Islanders",5
"19582",2019-04-02,"New York Islanders",5
"19583",2019-04-03,"New York Islanders",5
"19584",2019-04-04,"New York Islanders",5
"19585",2019-04-05,"New York Islanders",5
"19586",2019-04-06,"New York Islanders",5
"19587",2019-10-02,"New York Islanders",0
"19588",2019-10-03,"New York Islanders",6
"19589",2019-10-04,"New York Islanders",15
"19590",2019-10-05,"New York Islanders",18
"19591",2019-10-06,"New York Islanders",22
"19592",2019-10-07,"New York Islanders",15
"19593",2019-10-08,"New York Islanders",15
"19594",2019-10-09,"New York Islanders",18
"19595",2019-10-10,"New York Islanders",19
"19596",2019-10-11,"New York Islanders",21
"19597",2019-10-12,"New York Islanders",22
"19598",2019-10-13,"New York Islanders",19
"19599",2019-10-14,"New York Islanders",19
"19600",2019-10-15,"New York Islanders",13
"19601",2019-10-16,"New York Islanders",16
"19602",2019-10-17,"New York Islanders",16
"19603",2019-10-18,"New York Islanders",14
"19604",2019-10-19,"New York Islanders",14
"19605",2019-10-20,"New York Islanders",11
"19606",2019-10-21,"New York Islanders",12
"19607",2019-10-22,"New York Islanders",13
"19608",2019-10-23,"New York Islanders",17
"19609",2019-10-24,"New York Islanders",18
"19610",2019-10-25,"New York Islanders",11
"19611",2019-10-26,"New York Islanders",5
"19612",2019-10-27,"New York Islanders",8
"19613",2019-10-28,"New York Islanders",6
"19614",2019-10-29,"New York Islanders",6
"19615",2019-10-30,"New York Islanders",8
"19616",2019-10-31,"New York Islanders",10
"19617",2019-11-01,"New York Islanders",11
"19618",2019-11-02,"New York Islanders",7
"19619",2019-11-03,"New York Islanders",5
"19620",2019-11-04,"New York Islanders",5
"19621",2019-11-05,"New York Islanders",5
"19622",2019-11-06,"New York Islanders",4
"19623",2019-11-07,"New York Islanders",4
"19624",2019-11-08,"New York Islanders",4
"19625",2019-11-09,"New York Islanders",5
"19626",2019-11-10,"New York Islanders",3
"19627",2019-11-11,"New York Islanders",4
"19628",2019-11-12,"New York Islanders",4
"19629",2019-11-13,"New York Islanders",5
"19630",2019-11-14,"New York Islanders",3
"19631",2019-11-15,"New York Islanders",4
"19632",2019-11-16,"New York Islanders",5
"19633",2019-11-17,"New York Islanders",2
"19634",2019-11-18,"New York Islanders",2
"19635",2019-11-19,"New York Islanders",2
"19636",2019-11-20,"New York Islanders",2
"19637",2019-11-21,"New York Islanders",2
"19638",2019-11-22,"New York Islanders",2
"19639",2019-11-23,"New York Islanders",2
"19640",2019-11-24,"New York Islanders",3
"19641",2019-11-25,"New York Islanders",4
"19642",2019-11-26,"New York Islanders",4
"19643",2019-11-27,"New York Islanders",4
"19644",2019-11-28,"New York Islanders",5
"19645",2019-11-29,"New York Islanders",5
"19646",2019-11-30,"New York Islanders",5
"19647",2019-12-01,"New York Islanders",4
"19648",2019-12-02,"New York Islanders",5
"19649",2019-12-03,"New York Islanders",4
"19650",2019-12-04,"New York Islanders",4
"19651",2019-12-05,"New York Islanders",4
"19652",2019-12-06,"New York Islanders",4
"19653",2019-12-07,"New York Islanders",4
"19654",2019-12-08,"New York Islanders",4
"19655",2019-12-09,"New York Islanders",4
"19656",2019-12-10,"New York Islanders",3
"19657",2019-12-11,"New York Islanders",3
"19658",2019-12-12,"New York Islanders",4
"19659",2019-12-13,"New York Islanders",3
"19660",2019-12-14,"New York Islanders",4
"19661",2019-12-15,"New York Islanders",4
"19662",2019-12-16,"New York Islanders",4
"19663",2019-12-17,"New York Islanders",5
"19664",2019-12-18,"New York Islanders",5
"19665",2019-12-19,"New York Islanders",5
"19666",2019-12-20,"New York Islanders",5
"19667",2019-12-21,"New York Islanders",5
"19668",2019-12-22,"New York Islanders",4
"19669",2019-12-23,"New York Islanders",4
"19670",2019-12-27,"New York Islanders",5
"19671",2019-12-28,"New York Islanders",5
"19672",2019-12-29,"New York Islanders",8
"19673",2019-12-30,"New York Islanders",5
"19674",2019-12-31,"New York Islanders",6
"19675",2020-01-01,"New York Islanders",4
"19676",2020-01-02,"New York Islanders",4
"19677",2020-01-03,"New York Islanders",6
"19678",2020-01-04,"New York Islanders",6
"19679",2020-01-05,"New York Islanders",9
"19680",2020-01-06,"New York Islanders",10
"19681",2020-01-07,"New York Islanders",6
"19682",2020-01-08,"New York Islanders",4
"19683",2020-01-09,"New York Islanders",4
"19684",2020-01-10,"New York Islanders",5
"19685",2020-01-11,"New York Islanders",6
"19686",2020-01-12,"New York Islanders",6
"19687",2020-01-13,"New York Islanders",6
"19688",2020-01-14,"New York Islanders",6
"19689",2020-01-15,"New York Islanders",6
"19690",2020-01-16,"New York Islanders",6
"19691",2020-01-17,"New York Islanders",6
"19692",2020-01-18,"New York Islanders",6
"19693",2020-01-19,"New York Islanders",7
"19694",2020-01-20,"New York Islanders",7
"19695",2020-01-21,"New York Islanders",7
"19696",2020-01-22,"New York Islanders",7
"19697",2020-01-27,"New York Islanders",7
"19698",2020-01-28,"New York Islanders",7
"19699",2020-01-29,"New York Islanders",7
"19700",2020-01-30,"New York Islanders",8
"19701",2020-01-31,"New York Islanders",8
"19702",2020-02-01,"New York Islanders",8
"19703",2020-02-02,"New York Islanders",9
"19704",2020-02-03,"New York Islanders",11
"19705",2020-02-04,"New York Islanders",12
"19706",2020-02-05,"New York Islanders",9
"19707",2020-02-06,"New York Islanders",9
"19708",2020-02-07,"New York Islanders",6
"19709",2020-02-08,"New York Islanders",7
"19710",2020-02-09,"New York Islanders",10
"19711",2020-02-10,"New York Islanders",10
"19712",2020-02-11,"New York Islanders",9
"19713",2020-02-12,"New York Islanders",7
"19714",2020-02-13,"New York Islanders",7
"19715",2020-02-14,"New York Islanders",8
"19716",2020-02-15,"New York Islanders",8
"19717",2020-02-16,"New York Islanders",9
"19718",2020-02-17,"New York Islanders",10
"19719",2020-02-18,"New York Islanders",10
"19720",2020-02-19,"New York Islanders",11
"19721",2020-02-20,"New York Islanders",12
"19722",2020-02-21,"New York Islanders",14
"19723",2020-02-22,"New York Islanders",9
"19724",2020-02-23,"New York Islanders",12
"19725",2020-02-24,"New York Islanders",10
"19726",2020-02-25,"New York Islanders",11
"19727",2020-02-26,"New York Islanders",10
"19728",2020-02-27,"New York Islanders",10
"19729",2020-02-28,"New York Islanders",10
"19730",2020-02-29,"New York Islanders",10
"19731",2020-03-01,"New York Islanders",11
"19732",2020-03-02,"New York Islanders",12
"19733",2020-03-03,"New York Islanders",13
"19734",2020-03-04,"New York Islanders",13
"19735",2020-03-05,"New York Islanders",14
"19736",2020-03-06,"New York Islanders",14
"19737",2020-03-07,"New York Islanders",14
"19738",2020-03-08,"New York Islanders",14
"19739",2020-03-09,"New York Islanders",15
"19740",2020-03-10,"New York Islanders",17
"19741",2020-03-11,"New York Islanders",15
"19742",2014-10-08,"New York Rangers",0
"19743",2014-10-09,"New York Rangers",5
"19744",2014-10-10,"New York Rangers",2
"19745",2014-10-11,"New York Rangers",2
"19746",2014-10-12,"New York Rangers",13
"19747",2014-10-13,"New York Rangers",14
"19748",2014-10-14,"New York Rangers",16
"19749",2014-10-15,"New York Rangers",20
"19750",2014-10-16,"New York Rangers",23
"19751",2014-10-17,"New York Rangers",14
"19752",2014-10-18,"New York Rangers",17
"19753",2014-10-19,"New York Rangers",21
"19754",2014-10-20,"New York Rangers",13
"19755",2014-10-21,"New York Rangers",13
"19756",2014-10-22,"New York Rangers",9
"19757",2014-10-23,"New York Rangers",9
"19758",2014-10-24,"New York Rangers",11
"19759",2014-10-25,"New York Rangers",12
"19760",2014-10-26,"New York Rangers",17
"19761",2014-10-27,"New York Rangers",18
"19762",2014-10-28,"New York Rangers",10
"19763",2014-10-29,"New York Rangers",14
"19764",2014-10-30,"New York Rangers",15
"19765",2014-10-31,"New York Rangers",19
"19766",2014-11-01,"New York Rangers",20
"19767",2014-11-02,"New York Rangers",20
"19768",2014-11-03,"New York Rangers",21
"19769",2014-11-04,"New York Rangers",18
"19770",2014-11-05,"New York Rangers",19
"19771",2014-11-06,"New York Rangers",15
"19772",2014-11-07,"New York Rangers",17
"19773",2014-11-08,"New York Rangers",17
"19774",2014-11-09,"New York Rangers",20
"19775",2014-11-10,"New York Rangers",20
"19776",2014-11-11,"New York Rangers",20
"19777",2014-11-12,"New York Rangers",19
"19778",2014-11-13,"New York Rangers",19
"19779",2014-11-14,"New York Rangers",18
"19780",2014-11-15,"New York Rangers",19
"19781",2014-11-16,"New York Rangers",18
"19782",2014-11-17,"New York Rangers",19
"19783",2014-11-18,"New York Rangers",19
"19784",2014-11-19,"New York Rangers",20
"19785",2014-11-20,"New York Rangers",16
"19786",2014-11-21,"New York Rangers",20
"19787",2014-11-22,"New York Rangers",20
"19788",2014-11-23,"New York Rangers",21
"19789",2014-11-24,"New York Rangers",17
"19790",2014-11-25,"New York Rangers",18
"19791",2014-11-26,"New York Rangers",19
"19792",2014-11-27,"New York Rangers",19
"19793",2014-11-28,"New York Rangers",19
"19794",2014-11-29,"New York Rangers",17
"19795",2014-11-30,"New York Rangers",17
"19796",2014-12-01,"New York Rangers",17
"19797",2014-12-02,"New York Rangers",17
"19798",2014-12-03,"New York Rangers",18
"19799",2014-12-04,"New York Rangers",18
"19800",2014-12-05,"New York Rangers",19
"19801",2014-12-06,"New York Rangers",19
"19802",2014-12-07,"New York Rangers",20
"19803",2014-12-08,"New York Rangers",21
"19804",2014-12-09,"New York Rangers",19
"19805",2014-12-10,"New York Rangers",20
"19806",2014-12-11,"New York Rangers",20
"19807",2014-12-12,"New York Rangers",20
"19808",2014-12-13,"New York Rangers",20
"19809",2014-12-14,"New York Rangers",20
"19810",2014-12-15,"New York Rangers",18
"19811",2014-12-16,"New York Rangers",18
"19812",2014-12-17,"New York Rangers",16
"19813",2014-12-18,"New York Rangers",17
"19814",2014-12-19,"New York Rangers",19
"19815",2014-12-20,"New York Rangers",19
"19816",2014-12-21,"New York Rangers",17
"19817",2014-12-22,"New York Rangers",15
"19818",2014-12-23,"New York Rangers",17
"19819",2014-12-27,"New York Rangers",15
"19820",2014-12-28,"New York Rangers",14
"19821",2014-12-29,"New York Rangers",15
"19822",2014-12-30,"New York Rangers",17
"19823",2014-12-31,"New York Rangers",17
"19824",2015-01-01,"New York Rangers",15
"19825",2015-01-02,"New York Rangers",17
"19826",2015-01-03,"New York Rangers",17
"19827",2015-01-04,"New York Rangers",13
"19828",2015-01-05,"New York Rangers",14
"19829",2015-01-06,"New York Rangers",15
"19830",2015-01-07,"New York Rangers",15
"19831",2015-01-08,"New York Rangers",13
"19832",2015-01-09,"New York Rangers",10
"19833",2015-01-10,"New York Rangers",10
"19834",2015-01-11,"New York Rangers",10
"19835",2015-01-12,"New York Rangers",10
"19836",2015-01-13,"New York Rangers",11
"19837",2015-01-14,"New York Rangers",11
"19838",2015-01-15,"New York Rangers",11
"19839",2015-01-16,"New York Rangers",14
"19840",2015-01-17,"New York Rangers",12
"19841",2015-01-18,"New York Rangers",12
"19842",2015-01-19,"New York Rangers",11
"19843",2015-01-20,"New York Rangers",11
"19844",2015-01-21,"New York Rangers",10
"19845",2015-01-27,"New York Rangers",11
"19846",2015-01-28,"New York Rangers",11
"19847",2015-01-29,"New York Rangers",12
"19848",2015-01-30,"New York Rangers",13
"19849",2015-01-31,"New York Rangers",13
"19850",2015-02-01,"New York Rangers",11
"19851",2015-02-02,"New York Rangers",11
"19852",2015-02-03,"New York Rangers",10
"19853",2015-02-04,"New York Rangers",10
"19854",2015-02-05,"New York Rangers",9
"19855",2015-02-06,"New York Rangers",9
"19856",2015-02-07,"New York Rangers",11
"19857",2015-02-08,"New York Rangers",11
"19858",2015-02-09,"New York Rangers",11
"19859",2015-02-10,"New York Rangers",11
"19860",2015-02-11,"New York Rangers",10
"19861",2015-02-12,"New York Rangers",11
"19862",2015-02-13,"New York Rangers",10
"19863",2015-02-14,"New York Rangers",10
"19864",2015-02-15,"New York Rangers",10
"19865",2015-02-16,"New York Rangers",10
"19866",2015-02-17,"New York Rangers",8
"19867",2015-02-18,"New York Rangers",8
"19868",2015-02-19,"New York Rangers",9
"19869",2015-02-20,"New York Rangers",8
"19870",2015-02-21,"New York Rangers",7
"19871",2015-02-22,"New York Rangers",7
"19872",2015-02-23,"New York Rangers",7
"19873",2015-02-24,"New York Rangers",7
"19874",2015-02-25,"New York Rangers",5
"19875",2015-02-26,"New York Rangers",5
"19876",2015-02-27,"New York Rangers",4
"19877",2015-02-28,"New York Rangers",5
"19878",2015-03-01,"New York Rangers",6
"19879",2015-03-02,"New York Rangers",6
"19880",2015-03-03,"New York Rangers",5
"19881",2015-03-04,"New York Rangers",6
"19882",2015-03-05,"New York Rangers",4
"19883",2015-03-06,"New York Rangers",6
"19884",2015-03-07,"New York Rangers",6
"19885",2015-03-08,"New York Rangers",7
"19886",2015-03-09,"New York Rangers",6
"19887",2015-03-10,"New York Rangers",6
"19888",2015-03-11,"New York Rangers",6
"19889",2015-03-12,"New York Rangers",1
"19890",2015-03-13,"New York Rangers",1
"19891",2015-03-14,"New York Rangers",2
"19892",2015-03-15,"New York Rangers",1
"19893",2015-03-16,"New York Rangers",1
"19894",2015-03-17,"New York Rangers",1
"19895",2015-03-18,"New York Rangers",1
"19896",2015-03-19,"New York Rangers",2
"19897",2015-03-20,"New York Rangers",4
"19898",2015-03-21,"New York Rangers",4
"19899",2015-03-22,"New York Rangers",3
"19900",2015-03-23,"New York Rangers",1
"19901",2015-03-24,"New York Rangers",1
"19902",2015-03-25,"New York Rangers",2
"19903",2015-03-26,"New York Rangers",2
"19904",2015-03-27,"New York Rangers",1
"19905",2015-03-28,"New York Rangers",1
"19906",2015-03-29,"New York Rangers",4
"19907",2015-03-30,"New York Rangers",4
"19908",2015-03-31,"New York Rangers",4
"19909",2015-04-01,"New York Rangers",2
"19910",2015-04-02,"New York Rangers",2
"19911",2015-04-03,"New York Rangers",2
"19912",2015-04-04,"New York Rangers",2
"19913",2015-04-05,"New York Rangers",1
"19914",2015-04-06,"New York Rangers",1
"19915",2015-04-07,"New York Rangers",1
"19916",2015-04-08,"New York Rangers",1
"19917",2015-04-09,"New York Rangers",1
"19918",2015-04-10,"New York Rangers",1
"19919",2015-04-11,"New York Rangers",1
"19920",2015-10-07,"New York Rangers",0
"19921",2015-10-08,"New York Rangers",1
"19922",2015-10-09,"New York Rangers",1
"19923",2015-10-10,"New York Rangers",1
"19924",2015-10-11,"New York Rangers",1
"19925",2015-10-12,"New York Rangers",1
"19926",2015-10-13,"New York Rangers",1
"19927",2015-10-14,"New York Rangers",3
"19928",2015-10-15,"New York Rangers",3
"19929",2015-10-16,"New York Rangers",3
"19930",2015-10-17,"New York Rangers",7
"19931",2015-10-18,"New York Rangers",12
"19932",2015-10-19,"New York Rangers",9
"19933",2015-10-20,"New York Rangers",3
"19934",2015-10-21,"New York Rangers",5
"19935",2015-10-22,"New York Rangers",5
"19936",2015-10-23,"New York Rangers",4
"19937",2015-10-24,"New York Rangers",5
"19938",2015-10-25,"New York Rangers",3
"19939",2015-10-26,"New York Rangers",2
"19940",2015-10-27,"New York Rangers",2
"19941",2015-10-28,"New York Rangers",2
"19942",2015-10-29,"New York Rangers",3
"19943",2015-10-30,"New York Rangers",5
"19944",2015-10-31,"New York Rangers",2
"19945",2015-11-01,"New York Rangers",4
"19946",2015-11-02,"New York Rangers",4
"19947",2015-11-03,"New York Rangers",4
"19948",2015-11-04,"New York Rangers",3
"19949",2015-11-05,"New York Rangers",4
"19950",2015-11-06,"New York Rangers",4
"19951",2015-11-07,"New York Rangers",3
"19952",2015-11-08,"New York Rangers",2
"19953",2015-11-09,"New York Rangers",3
"19954",2015-11-10,"New York Rangers",3
"19955",2015-11-11,"New York Rangers",2
"19956",2015-11-12,"New York Rangers",2
"19957",2015-11-13,"New York Rangers",2
"19958",2015-11-14,"New York Rangers",2
"19959",2015-11-15,"New York Rangers",1
"19960",2015-11-16,"New York Rangers",1
"19961",2015-11-17,"New York Rangers",1
"19962",2015-11-18,"New York Rangers",1
"19963",2015-11-19,"New York Rangers",1
"19964",2015-11-20,"New York Rangers",2
"19965",2015-11-21,"New York Rangers",3
"19966",2015-11-22,"New York Rangers",2
"19967",2015-11-23,"New York Rangers",3
"19968",2015-11-24,"New York Rangers",1
"19969",2015-11-25,"New York Rangers",1
"19970",2015-11-27,"New York Rangers",2
"19971",2015-11-28,"New York Rangers",3
"19972",2015-11-29,"New York Rangers",4
"19973",2015-11-30,"New York Rangers",4
"19974",2015-12-01,"New York Rangers",3
"19975",2015-12-02,"New York Rangers",3
"19976",2015-12-03,"New York Rangers",3
"19977",2015-12-04,"New York Rangers",3
"19978",2015-12-05,"New York Rangers",3
"19979",2015-12-06,"New York Rangers",4
"19980",2015-12-07,"New York Rangers",3
"19981",2015-12-08,"New York Rangers",3
"19982",2015-12-09,"New York Rangers",4
"19983",2015-12-10,"New York Rangers",4
"19984",2015-12-11,"New York Rangers",4
"19985",2015-12-12,"New York Rangers",4
"19986",2015-12-13,"New York Rangers",4
"19987",2015-12-14,"New York Rangers",5
"19988",2015-12-15,"New York Rangers",5
"19989",2015-12-16,"New York Rangers",4
"19990",2015-12-17,"New York Rangers",4
"19991",2015-12-18,"New York Rangers",4
"19992",2015-12-19,"New York Rangers",4
"19993",2015-12-20,"New York Rangers",5
"19994",2015-12-21,"New York Rangers",6
"19995",2015-12-22,"New York Rangers",7
"19996",2015-12-26,"New York Rangers",4
"19997",2015-12-27,"New York Rangers",4
"19998",2015-12-28,"New York Rangers",4
"19999",2015-12-29,"New York Rangers",6
"20000",2015-12-30,"New York Rangers",9
"20001",2015-12-31,"New York Rangers",5
"20002",2016-01-01,"New York Rangers",7
"20003",2016-01-02,"New York Rangers",8
"20004",2016-01-03,"New York Rangers",10
"20005",2016-01-04,"New York Rangers",10
"20006",2016-01-05,"New York Rangers",11
"20007",2016-01-06,"New York Rangers",9
"20008",2016-01-07,"New York Rangers",10
"20009",2016-01-08,"New York Rangers",11
"20010",2016-01-09,"New York Rangers",11
"20011",2016-01-10,"New York Rangers",8
"20012",2016-01-11,"New York Rangers",9
"20013",2016-01-12,"New York Rangers",8
"20014",2016-01-13,"New York Rangers",8
"20015",2016-01-14,"New York Rangers",8
"20016",2016-01-15,"New York Rangers",10
"20017",2016-01-16,"New York Rangers",10
"20018",2016-01-17,"New York Rangers",7
"20019",2016-01-18,"New York Rangers",9
"20020",2016-01-19,"New York Rangers",9
"20021",2016-01-20,"New York Rangers",7
"20022",2016-01-21,"New York Rangers",7
"20023",2016-01-22,"New York Rangers",8
"20024",2016-01-23,"New York Rangers",7
"20025",2016-01-24,"New York Rangers",7
"20026",2016-01-25,"New York Rangers",7
"20027",2016-01-26,"New York Rangers",7
"20028",2016-01-27,"New York Rangers",7
"20029",2016-02-02,"New York Rangers",7
"20030",2016-02-03,"New York Rangers",7
"20031",2016-02-04,"New York Rangers",8
"20032",2016-02-05,"New York Rangers",7
"20033",2016-02-06,"New York Rangers",8
"20034",2016-02-07,"New York Rangers",7
"20035",2016-02-08,"New York Rangers",7
"20036",2016-02-09,"New York Rangers",6
"20037",2016-02-10,"New York Rangers",7
"20038",2016-02-11,"New York Rangers",6
"20039",2016-02-12,"New York Rangers",6
"20040",2016-02-13,"New York Rangers",7
"20041",2016-02-14,"New York Rangers",7
"20042",2016-02-15,"New York Rangers",5
"20043",2016-02-16,"New York Rangers",6
"20044",2016-02-17,"New York Rangers",6
"20045",2016-02-18,"New York Rangers",6
"20046",2016-02-19,"New York Rangers",6
"20047",2016-02-20,"New York Rangers",6
"20048",2016-02-21,"New York Rangers",6
"20049",2016-02-22,"New York Rangers",6
"20050",2016-02-23,"New York Rangers",6
"20051",2016-02-24,"New York Rangers",6
"20052",2016-02-25,"New York Rangers",6
"20053",2016-02-26,"New York Rangers",6
"20054",2016-02-27,"New York Rangers",6
"20055",2016-02-28,"New York Rangers",5
"20056",2016-02-29,"New York Rangers",5
"20057",2016-03-01,"New York Rangers",5
"20058",2016-03-02,"New York Rangers",5
"20059",2016-03-03,"New York Rangers",5
"20060",2016-03-04,"New York Rangers",5
"20061",2016-03-05,"New York Rangers",5
"20062",2016-03-06,"New York Rangers",5
"20063",2016-03-07,"New York Rangers",5
"20064",2016-03-08,"New York Rangers",6
"20065",2016-03-09,"New York Rangers",5
"20066",2016-03-10,"New York Rangers",5
"20067",2016-03-11,"New York Rangers",5
"20068",2016-03-12,"New York Rangers",5
"20069",2016-03-13,"New York Rangers",6
"20070",2016-03-14,"New York Rangers",6
"20071",2016-03-15,"New York Rangers",7
"20072",2016-03-16,"New York Rangers",8
"20073",2016-03-17,"New York Rangers",6
"20074",2016-03-18,"New York Rangers",6
"20075",2016-03-19,"New York Rangers",7
"20076",2016-03-20,"New York Rangers",7
"20077",2016-03-21,"New York Rangers",8
"20078",2016-03-22,"New York Rangers",6
"20079",2016-03-23,"New York Rangers",6
"20080",2016-03-24,"New York Rangers",5
"20081",2016-03-25,"New York Rangers",5
"20082",2016-03-26,"New York Rangers",5
"20083",2016-03-27,"New York Rangers",5
"20084",2016-03-28,"New York Rangers",4
"20085",2016-03-29,"New York Rangers",4
"20086",2016-03-30,"New York Rangers",4
"20087",2016-03-31,"New York Rangers",5
